timestamp,temperature,humidity
2018-09-30 08:57:37,29,9
2018-09-30 08:57:38,38,70
2018-09-30 08:57:39,18,22
2018-09-30 08:57:40,13,82
2018-09-30 08:57:41,35,46
2018-09-30 08:57:42,25,51
2018-09-30 08:57:43,23,97
2018-09-30 08:57:44,21,46
2018-09-30 08:57:45,12,12
2018-09-30 08:57:46,15,32
2018-09-30 08:57:47,9,56
2018-09-30 08:57:48,39,30
2018-09-30 08:57:49,13,86
2018-09-30 08:57:50,47,45
2018-09-30 08:57:51,23,99
2018-09-30 08:57:52,9,89
2018-09-30 08:57:53,42,1
2018-09-30 08:57:54,43,88
2018-09-30 08:57:55,13,94
2018-09-30 08:57:56,31,48
2018-09-30 08:57:57,15,26
2018-09-30 08:57:58,13,65
2018-09-30 08:57:59,5,53
2018-09-30 08:58:00,14,54
2018-09-30 08:58:01,41,76
2018-09-30 08:58:02,10,48
2018-09-30 08:58:03,10,98
2018-09-30 08:58:04,24,63
2018-09-30 08:58:05,19,67
2018-09-30 08:58:06,1,74
2018-09-30 08:58:07,37,40
