timestamp,temperature,humidity
2018-09-30 09:05:38,29,9
2018-09-30 09:05:39,38,70
2018-09-30 09:05:40,18,22
2018-09-30 09:05:41,13,82
2018-09-30 09:05:42,35,46
2018-09-30 09:05:43,25,51
2018-09-30 09:05:44,23,97
2018-09-30 09:05:45,21,46
2018-09-30 09:05:46,12,12
2018-09-30 09:05:47,15,32
2018-09-30 09:05:48,9,56
2018-09-30 09:05:49,39,30
2018-09-30 09:05:50,13,86
2018-09-30 09:05:51,47,45
2018-09-30 09:05:52,23,99
2018-09-30 09:05:53,9,89
2018-09-30 09:05:54,42,1
2018-09-30 09:05:55,43,88
2018-09-30 09:05:56,13,94
2018-09-30 09:05:57,31,48
2018-09-30 09:05:58,15,26
2018-09-30 09:05:59,13,65
2018-09-30 09:06:00,5,53
2018-09-30 09:06:01,14,54
2018-09-30 09:06:02,41,76
2018-09-30 09:06:03,10,48
2018-09-30 09:06:04,10,98
2018-09-30 09:06:05,24,63
2018-09-30 09:06:06,19,67
2018-09-30 09:06:07,1,74
2018-09-30 09:06:08,37,40
