timestamp,temperature,humidity
2018-09-30 09:07:38,29,9
2018-09-30 09:07:39,38,70
2018-09-30 09:07:40,18,22
2018-09-30 09:07:41,13,82
2018-09-30 09:07:42,35,46
2018-09-30 09:07:43,25,51
2018-09-30 09:07:44,23,97
2018-09-30 09:07:45,21,46
2018-09-30 09:07:46,12,12
2018-09-30 09:07:47,15,32
2018-09-30 09:07:48,9,56
2018-09-30 09:07:49,39,30
2018-09-30 09:07:50,13,86
2018-09-30 09:07:51,47,45
2018-09-30 09:07:52,23,99
2018-09-30 09:07:53,9,89
2018-09-30 09:07:54,42,1
2018-09-30 09:07:55,43,88
2018-09-30 09:07:56,13,94
2018-09-30 09:07:57,31,48
2018-09-30 09:07:58,15,26
2018-09-30 09:07:59,13,65
2018-09-30 09:08:00,5,53
2018-09-30 09:08:01,14,54
2018-09-30 09:08:02,41,76
2018-09-30 09:08:03,10,48
2018-09-30 09:08:04,10,98
2018-09-30 09:08:05,24,63
2018-09-30 09:08:06,19,67
2018-09-30 09:08:07,1,74
2018-09-30 09:08:08,37,40
