timestamp,temperature,humidity
2018-09-30 09:02:07,29,9
2018-09-30 09:02:08,38,70
2018-09-30 09:02:09,18,22
2018-09-30 09:02:10,13,82
2018-09-30 09:02:11,35,46
2018-09-30 09:02:12,25,51
2018-09-30 09:02:13,23,97
2018-09-30 09:02:14,21,46
2018-09-30 09:02:15,12,12
2018-09-30 09:02:16,15,32
2018-09-30 09:02:17,9,56
2018-09-30 09:02:18,39,30
2018-09-30 09:02:19,13,86
2018-09-30 09:02:20,47,45
2018-09-30 09:02:21,23,99
2018-09-30 09:02:22,9,89
2018-09-30 09:02:23,42,1
2018-09-30 09:02:24,43,88
2018-09-30 09:02:25,13,94
2018-09-30 09:02:26,31,48
2018-09-30 09:02:27,15,26
2018-09-30 09:02:28,13,65
2018-09-30 09:02:29,5,53
2018-09-30 09:02:30,14,54
2018-09-30 09:02:31,41,76
2018-09-30 09:02:32,10,48
2018-09-30 09:02:33,10,98
2018-09-30 09:02:34,24,63
2018-09-30 09:02:35,19,67
2018-09-30 09:02:36,1,74
2018-09-30 09:02:37,37,40
