timestamp,temperature,humidity
2018-09-30 08:59:37,29,9
2018-09-30 08:59:38,38,70
2018-09-30 08:59:39,18,22
2018-09-30 08:59:40,13,82
2018-09-30 08:59:41,35,46
2018-09-30 08:59:42,25,51
2018-09-30 08:59:43,23,97
2018-09-30 08:59:44,21,46
2018-09-30 08:59:45,12,12
2018-09-30 08:59:46,15,32
2018-09-30 08:59:47,9,56
2018-09-30 08:59:48,39,30
2018-09-30 08:59:49,13,86
2018-09-30 08:59:50,47,45
2018-09-30 08:59:51,23,99
2018-09-30 08:59:52,9,89
2018-09-30 08:59:53,42,1
2018-09-30 08:59:54,43,88
2018-09-30 08:59:55,13,94
2018-09-30 08:59:56,31,48
2018-09-30 08:59:57,15,26
2018-09-30 08:59:58,13,65
2018-09-30 08:59:59,5,53
2018-09-30 09:00:00,14,54
2018-09-30 09:00:01,41,76
2018-09-30 09:00:02,10,48
2018-09-30 09:00:03,10,98
2018-09-30 09:00:04,24,63
2018-09-30 09:00:05,19,67
2018-09-30 09:00:06,1,74
2018-09-30 09:00:07,37,40
