timestamp,temperature,humidity
2018-09-30 09:03:07,29,9
2018-09-30 09:03:08,38,70
2018-09-30 09:03:09,18,22
2018-09-30 09:03:10,13,82
2018-09-30 09:03:11,35,46
2018-09-30 09:03:12,25,51
2018-09-30 09:03:13,23,97
2018-09-30 09:03:14,21,46
2018-09-30 09:03:15,12,12
2018-09-30 09:03:16,15,32
2018-09-30 09:03:17,9,56
2018-09-30 09:03:18,39,30
2018-09-30 09:03:19,13,86
2018-09-30 09:03:20,47,45
2018-09-30 09:03:21,23,99
2018-09-30 09:03:22,9,89
2018-09-30 09:03:23,42,1
2018-09-30 09:03:24,43,88
2018-09-30 09:03:25,13,94
2018-09-30 09:03:26,31,48
2018-09-30 09:03:27,15,26
2018-09-30 09:03:28,13,65
2018-09-30 09:03:29,5,53
2018-09-30 09:03:30,14,54
2018-09-30 09:03:31,41,76
2018-09-30 09:03:32,10,48
2018-09-30 09:03:33,10,98
2018-09-30 09:03:34,24,63
2018-09-30 09:03:35,19,67
2018-09-30 09:03:36,1,74
2018-09-30 09:03:37,37,40
