timestamp,temperature,humidity
2018-09-30 09:17:08,29,9
2018-09-30 09:17:09,38,70
2018-09-30 09:17:10,18,22
2018-09-30 09:17:11,13,82
2018-09-30 09:17:12,35,46
2018-09-30 09:17:13,25,51
2018-09-30 09:17:14,23,97
2018-09-30 09:17:15,21,46
2018-09-30 09:17:16,12,12
2018-09-30 09:17:17,15,32
2018-09-30 09:17:18,9,56
2018-09-30 09:17:19,39,30
2018-09-30 09:17:20,13,86
2018-09-30 09:17:21,47,45
2018-09-30 09:17:22,23,99
2018-09-30 09:17:23,9,89
2018-09-30 09:17:24,42,1
2018-09-30 09:17:25,43,88
2018-09-30 09:17:26,13,94
2018-09-30 09:17:27,31,48
2018-09-30 09:17:28,15,26
2018-09-30 09:17:29,13,65
2018-09-30 09:17:30,5,53
2018-09-30 09:17:31,14,54
2018-09-30 09:17:32,41,76
2018-09-30 09:17:33,10,48
2018-09-30 09:17:34,10,98
2018-09-30 09:17:35,24,63
2018-09-30 09:17:36,19,67
2018-09-30 09:17:37,1,74
2018-09-30 09:17:38,37,40
