timestamp,temperature,humidity
2018-09-30 09:03:37,29,9
2018-09-30 09:03:38,38,70
2018-09-30 09:03:39,18,22
2018-09-30 09:03:40,13,82
2018-09-30 09:03:41,35,46
2018-09-30 09:03:42,25,51
2018-09-30 09:03:43,23,97
2018-09-30 09:03:44,21,46
2018-09-30 09:03:45,12,12
2018-09-30 09:03:46,15,32
2018-09-30 09:03:47,9,56
2018-09-30 09:03:48,39,30
2018-09-30 09:03:49,13,86
2018-09-30 09:03:50,47,45
2018-09-30 09:03:51,23,99
2018-09-30 09:03:52,9,89
2018-09-30 09:03:53,42,1
2018-09-30 09:03:54,43,88
2018-09-30 09:03:55,13,94
2018-09-30 09:03:56,31,48
2018-09-30 09:03:57,15,26
2018-09-30 09:03:58,13,65
2018-09-30 09:03:59,5,53
2018-09-30 09:04:00,14,54
2018-09-30 09:04:01,41,76
2018-09-30 09:04:02,10,48
2018-09-30 09:04:03,10,98
2018-09-30 09:04:04,24,63
2018-09-30 09:04:05,19,67
2018-09-30 09:04:06,1,74
2018-09-30 09:04:07,37,40
