timestamp,temperature,humidity
2018-09-30 09:01:07,29,9
2018-09-30 09:01:08,38,70
2018-09-30 09:01:09,18,22
2018-09-30 09:01:10,13,82
2018-09-30 09:01:11,35,46
2018-09-30 09:01:12,25,51
2018-09-30 09:01:13,23,97
2018-09-30 09:01:14,21,46
2018-09-30 09:01:15,12,12
2018-09-30 09:01:16,15,32
2018-09-30 09:01:17,9,56
2018-09-30 09:01:18,39,30
2018-09-30 09:01:19,13,86
2018-09-30 09:01:20,47,45
2018-09-30 09:01:21,23,99
2018-09-30 09:01:22,9,89
2018-09-30 09:01:23,42,1
2018-09-30 09:01:24,43,88
2018-09-30 09:01:25,13,94
2018-09-30 09:01:26,31,48
2018-09-30 09:01:27,15,26
2018-09-30 09:01:28,13,65
2018-09-30 09:01:29,5,53
2018-09-30 09:01:30,14,54
2018-09-30 09:01:31,41,76
2018-09-30 09:01:32,10,48
2018-09-30 09:01:33,10,98
2018-09-30 09:01:34,24,63
2018-09-30 09:01:35,19,67
2018-09-30 09:01:36,1,74
2018-09-30 09:01:37,37,40
