timestamp,temperature,humidity
2018-09-30 09:01:37,29,9
2018-09-30 09:01:38,38,70
2018-09-30 09:01:39,18,22
2018-09-30 09:01:40,13,82
2018-09-30 09:01:41,35,46
2018-09-30 09:01:42,25,51
2018-09-30 09:01:43,23,97
2018-09-30 09:01:44,21,46
2018-09-30 09:01:45,12,12
2018-09-30 09:01:46,15,32
2018-09-30 09:01:47,9,56
2018-09-30 09:01:48,39,30
2018-09-30 09:01:49,13,86
2018-09-30 09:01:50,47,45
2018-09-30 09:01:51,23,99
2018-09-30 09:01:52,9,89
2018-09-30 09:01:53,42,1
2018-09-30 09:01:54,43,88
2018-09-30 09:01:55,13,94
2018-09-30 09:01:56,31,48
2018-09-30 09:01:57,15,26
2018-09-30 09:01:58,13,65
2018-09-30 09:01:59,5,53
2018-09-30 09:02:00,14,54
2018-09-30 09:02:01,41,76
2018-09-30 09:02:02,10,48
2018-09-30 09:02:03,10,98
2018-09-30 09:02:04,24,63
2018-09-30 09:02:05,19,67
2018-09-30 09:02:06,1,74
2018-09-30 09:02:07,37,40
