timestamp,temperature,humidity
2018-09-30 09:16:38,29,9
2018-09-30 09:16:39,38,70
2018-09-30 09:16:40,18,22
2018-09-30 09:16:41,13,82
2018-09-30 09:16:42,35,46
2018-09-30 09:16:43,25,51
2018-09-30 09:16:44,23,97
2018-09-30 09:16:45,21,46
2018-09-30 09:16:46,12,12
2018-09-30 09:16:47,15,32
2018-09-30 09:16:48,9,56
2018-09-30 09:16:49,39,30
2018-09-30 09:16:50,13,86
2018-09-30 09:16:51,47,45
2018-09-30 09:16:52,23,99
2018-09-30 09:16:53,9,89
2018-09-30 09:16:54,42,1
2018-09-30 09:16:55,43,88
2018-09-30 09:16:56,13,94
2018-09-30 09:16:57,31,48
2018-09-30 09:16:58,15,26
2018-09-30 09:16:59,13,65
2018-09-30 09:17:00,5,53
2018-09-30 09:17:01,14,54
2018-09-30 09:17:02,41,76
2018-09-30 09:17:03,10,48
2018-09-30 09:17:04,10,98
2018-09-30 09:17:05,24,63
2018-09-30 09:17:06,19,67
2018-09-30 09:17:07,1,74
2018-09-30 09:17:08,37,40
