timestamp,temperature,humidity
2018-09-30 09:06:08,29,9
2018-09-30 09:06:09,38,70
2018-09-30 09:06:10,18,22
2018-09-30 09:06:11,13,82
2018-09-30 09:06:12,35,46
2018-09-30 09:06:13,25,51
2018-09-30 09:06:14,23,97
2018-09-30 09:06:15,21,46
2018-09-30 09:06:16,12,12
2018-09-30 09:06:17,15,32
2018-09-30 09:06:18,9,56
2018-09-30 09:06:19,39,30
2018-09-30 09:06:20,13,86
2018-09-30 09:06:21,47,45
2018-09-30 09:06:22,23,99
2018-09-30 09:06:23,9,89
2018-09-30 09:06:24,42,1
2018-09-30 09:06:25,43,88
2018-09-30 09:06:26,13,94
2018-09-30 09:06:27,31,48
2018-09-30 09:06:28,15,26
2018-09-30 09:06:29,13,65
2018-09-30 09:06:30,5,53
2018-09-30 09:06:31,14,54
2018-09-30 09:06:32,41,76
2018-09-30 09:06:33,10,48
2018-09-30 09:06:34,10,98
2018-09-30 09:06:35,24,63
2018-09-30 09:06:36,19,67
2018-09-30 09:06:37,1,74
2018-09-30 09:06:38,37,40
