timestamp,temperature,humidity
2018-09-30 09:18:08,29,9
2018-09-30 09:18:09,38,70
2018-09-30 09:18:10,18,22
2018-09-30 09:18:11,13,82
2018-09-30 09:18:12,35,46
2018-09-30 09:18:13,25,51
2018-09-30 09:18:14,23,97
2018-09-30 09:18:15,21,46
2018-09-30 09:18:16,12,12
2018-09-30 09:18:17,15,32
2018-09-30 09:18:18,9,56
2018-09-30 09:18:19,39,30
2018-09-30 09:18:20,13,86
2018-09-30 09:18:21,47,45
2018-09-30 09:18:22,23,99
2018-09-30 09:18:23,9,89
2018-09-30 09:18:24,42,1
2018-09-30 09:18:25,43,88
2018-09-30 09:18:26,13,94
2018-09-30 09:18:27,31,48
2018-09-30 09:18:28,15,26
2018-09-30 09:18:29,13,65
2018-09-30 09:18:30,5,53
2018-09-30 09:18:31,14,54
2018-09-30 09:18:32,41,76
2018-09-30 09:18:33,10,48
2018-09-30 09:18:34,10,98
2018-09-30 09:18:35,24,63
2018-09-30 09:18:36,19,67
2018-09-30 09:18:37,1,74
2018-09-30 09:18:38,37,40
