timestamp,temperature,humidity
2018-09-30 09:06:38,29,9
2018-09-30 09:06:39,38,70
2018-09-30 09:06:40,18,22
2018-09-30 09:06:41,13,82
2018-09-30 09:06:42,35,46
2018-09-30 09:06:43,25,51
2018-09-30 09:06:44,23,97
2018-09-30 09:06:45,21,46
2018-09-30 09:06:46,12,12
2018-09-30 09:06:47,15,32
2018-09-30 09:06:48,9,56
2018-09-30 09:06:49,39,30
2018-09-30 09:06:50,13,86
2018-09-30 09:06:51,47,45
2018-09-30 09:06:52,23,99
2018-09-30 09:06:53,9,89
2018-09-30 09:06:54,42,1
2018-09-30 09:06:55,43,88
2018-09-30 09:06:56,13,94
2018-09-30 09:06:57,31,48
2018-09-30 09:06:58,15,26
2018-09-30 09:06:59,13,65
2018-09-30 09:07:00,5,53
2018-09-30 09:07:01,14,54
2018-09-30 09:07:02,41,76
2018-09-30 09:07:03,10,48
2018-09-30 09:07:04,10,98
2018-09-30 09:07:05,24,63
2018-09-30 09:07:06,19,67
2018-09-30 09:07:07,1,74
2018-09-30 09:07:08,37,40
