timestamp,temperature,humidity
2018-09-30 09:15:08,29,9
2018-09-30 09:15:09,38,70
2018-09-30 09:15:10,18,22
2018-09-30 09:15:11,13,82
2018-09-30 09:15:12,35,46
2018-09-30 09:15:13,25,51
2018-09-30 09:15:14,23,97
2018-09-30 09:15:15,21,46
2018-09-30 09:15:16,12,12
2018-09-30 09:15:17,15,32
2018-09-30 09:15:18,9,56
2018-09-30 09:15:19,39,30
2018-09-30 09:15:20,13,86
2018-09-30 09:15:21,47,45
2018-09-30 09:15:22,23,99
2018-09-30 09:15:23,9,89
2018-09-30 09:15:24,42,1
2018-09-30 09:15:25,43,88
2018-09-30 09:15:26,13,94
2018-09-30 09:15:27,31,48
2018-09-30 09:15:28,15,26
2018-09-30 09:15:29,13,65
2018-09-30 09:15:30,5,53
2018-09-30 09:15:31,14,54
2018-09-30 09:15:32,41,76
2018-09-30 09:15:33,10,48
2018-09-30 09:15:34,10,98
2018-09-30 09:15:35,24,63
2018-09-30 09:15:36,19,67
2018-09-30 09:15:37,1,74
2018-09-30 09:15:38,37,40
