timestamp,temperature,humidity
2018-09-30 09:11:08,29,9
2018-09-30 09:11:09,38,70
2018-09-30 09:11:10,18,22
2018-09-30 09:11:11,13,82
2018-09-30 09:11:12,35,46
2018-09-30 09:11:13,25,51
2018-09-30 09:11:14,23,97
2018-09-30 09:11:15,21,46
2018-09-30 09:11:16,12,12
2018-09-30 09:11:17,15,32
2018-09-30 09:11:18,9,56
2018-09-30 09:11:19,39,30
2018-09-30 09:11:20,13,86
2018-09-30 09:11:21,47,45
2018-09-30 09:11:22,23,99
2018-09-30 09:11:23,9,89
2018-09-30 09:11:24,42,1
2018-09-30 09:11:25,43,88
2018-09-30 09:11:26,13,94
2018-09-30 09:11:27,31,48
2018-09-30 09:11:28,15,26
2018-09-30 09:11:29,13,65
2018-09-30 09:11:30,5,53
2018-09-30 09:11:31,14,54
2018-09-30 09:11:32,41,76
2018-09-30 09:11:33,10,48
2018-09-30 09:11:34,10,98
2018-09-30 09:11:35,24,63
2018-09-30 09:11:36,19,67
2018-09-30 09:11:37,1,74
2018-09-30 09:11:38,37,40
