timestamp,temperature,humidity
2018-09-30 09:17:38,29,9
2018-09-30 09:17:39,38,70
2018-09-30 09:17:40,18,22
2018-09-30 09:17:41,13,82
2018-09-30 09:17:42,35,46
2018-09-30 09:17:43,25,51
2018-09-30 09:17:44,23,97
2018-09-30 09:17:45,21,46
2018-09-30 09:17:46,12,12
2018-09-30 09:17:47,15,32
2018-09-30 09:17:48,9,56
2018-09-30 09:17:49,39,30
2018-09-30 09:17:50,13,86
2018-09-30 09:17:51,47,45
2018-09-30 09:17:52,23,99
2018-09-30 09:17:53,9,89
2018-09-30 09:17:54,42,1
2018-09-30 09:17:55,43,88
2018-09-30 09:17:56,13,94
2018-09-30 09:17:57,31,48
2018-09-30 09:17:58,15,26
2018-09-30 09:17:59,13,65
2018-09-30 09:18:00,5,53
2018-09-30 09:18:01,14,54
2018-09-30 09:18:02,41,76
2018-09-30 09:18:03,10,48
2018-09-30 09:18:04,10,98
2018-09-30 09:18:05,24,63
2018-09-30 09:18:06,19,67
2018-09-30 09:18:07,1,74
2018-09-30 09:18:08,37,40
