timestamp,temperature,humidity
2018-09-30 08:59:07,29,9
2018-09-30 08:59:08,38,70
2018-09-30 08:59:09,18,22
2018-09-30 08:59:10,13,82
2018-09-30 08:59:11,35,46
2018-09-30 08:59:12,25,51
2018-09-30 08:59:13,23,97
2018-09-30 08:59:14,21,46
2018-09-30 08:59:15,12,12
2018-09-30 08:59:16,15,32
2018-09-30 08:59:17,9,56
2018-09-30 08:59:18,39,30
2018-09-30 08:59:19,13,86
2018-09-30 08:59:20,47,45
2018-09-30 08:59:21,23,99
2018-09-30 08:59:22,9,89
2018-09-30 08:59:23,42,1
2018-09-30 08:59:24,43,88
2018-09-30 08:59:25,13,94
2018-09-30 08:59:26,31,48
2018-09-30 08:59:27,15,26
2018-09-30 08:59:28,13,65
2018-09-30 08:59:29,5,53
2018-09-30 08:59:30,14,54
2018-09-30 08:59:31,41,76
2018-09-30 08:59:32,10,48
2018-09-30 08:59:33,10,98
2018-09-30 08:59:34,24,63
2018-09-30 08:59:35,19,67
2018-09-30 08:59:36,1,74
2018-09-30 08:59:37,37,40
